,Unnamed: 0,content,score
2429,2429,Downloadnya ko lima taun,5
2430,2430,Jwabann sy salah trs,3
2431,2431,MAHAL RIBET DAN KURANG NYAMAN,5
2432,2432,lelet koneksinya,3
2433,2433,Bagusss banget aplikasinya,5
2434,2434,Pengen downloaf tapi full memory,4
2435,2435,Quiper lelet padahal sinyalku 4g,1
2436,2436,Ikan teri campur saos iru bilag bos,1
2437,2437,Gegara apk ini tugas gua banyak ajg,1
2438,2438,Yah quiper ngk gratis lagiiii,1
2439,2439,BAGUS BINGIT APS INI MEMUDAH KAN KITA BELAJAR,5
2440,2440,bagus untuk belajar dimanapun dan kapanpun,5
2441,2441,Belajar pakek quipper seruuu😁,5
2442,2442,langganan trs,5
2443,2443,Lama diunduh😐ky dee😂,2
2444,2444,Pilat la bah App apaan nich pilat Akmj lah,1
2445,2445,Apk nya ngebug....,1
2446,2446,Mau login susah beut amjinc,1
2447,2447,Nyesal download gw berlanganan quiper,1
2448,2448,Maf bayar gk sih,1
2449,2449,Yahh good sangat,5
2450,2450,Eror bet dah,1
2451,2451,Gaenak sekarang berbayar 👎👎👎,5
2452,2452,lebihhh baikkkk daripadaa aplikasi laainnn:),5
2453,2453,susu kntl manis,5
2454,2454,nyesel pake quipper,1
2455,2455,Lag lag terus,1
2456,2456,Bgus apk nya berguna,5
2457,2457,lama kali downlodnya,1
2458,2458,Baggus sekali 😁,5
2459,2459,Njir gk da gratisan,1
2460,2460,bkin susah sj,1
2461,2461,Kerenn sngat membantu,5
2462,2462,Gabisa daftar tolol,1
2463,2463,mantap semoga manfaaf,5
2464,2464,Baeee bgt gratissss💛💛💛😭,5
2465,2465,Hahaha hayuk bro mabar bro yahaha,5
2466,2466,Niki po mbayar,3
2467,2467,Jelek kaya plr,1
2468,2468,Ruwet Ae jangkrik,1
2469,2469,Saya Sngt Menyukainya,5
2470,2470,Cinta bgt pko dah💙💙,5
2471,2471,IRI BILANG BOS,5
2472,2472,Vidionya unik,5
2473,2473,Mantul kaliii aplikasinya,5
2474,2474,Baguss bagettt gilaaaa,5
2475,2475,Tolong mudahin downloadny,5
2476,2476,Ipk mintip bingitz,5
2477,2477,Hmmmmm manteplah,3
2478,2478,lumayan juga ya,4
2479,2479,Lemot lemot lemot lemot lemot lemot lemot,1
2480,2480,"Haii ,saya mau tanya ini kenapa ya tugas yang sudah saya kerjakan kok tidak ada biasanya masih ada?",3
2481,2481,bagus,5
2482,2482,muantep,5
2483,2483,keren bnget,1
2484,2484,Keren,5
2485,2485,I love it,5
2486,2486,good app,5
2487,2487,Mantap👍,5
2488,2488,bagus,5
2489,2489,sukA,5
2490,2490,👍🏻👍🏻✅,4
2491,2491,bagus banget!,5
2492,2492,bagus banget,4
2493,2493,mantap jiwa,5
2494,2494,bagus,4
2495,2495,Oke,5
2496,2496,👏🏻👏🏻👍🏻,5
2497,2497,"Ajenge sinau dingge USBN malah dikunci sedoyo, ngeten niki maleh ora saget sinau. Kudune pas masa pandemi koyo ngeten niki, kui sedoyo free kabeh ben iso sinau....",1
2498,2498,"Quipper have many solution for my problem, especially in math. Thank you...",5
2499,2499,ok banget,5
2500,2500,Ya Beasa lah,5
2501,2501,Top dah,5
2502,2502,Apk anjjjj,1
2503,2503,Iya Dh,4
2504,2504,sangat puas,5
2505,2505,mantas XD,4
2506,2506,good 👍👍,4
2507,2507,Bagus,5
2508,2508,asikkk,4
2509,2509,terbaik,5
2510,2510,good,5
2511,2511,Alhamdulillah sangat membantu,5
2512,2512,bagus untuk belajar,5
2513,2513,sangatt bagus,5
2514,2514,Lag mulu,1
2515,2515,Bagus,5
2516,2516,ok,5
2517,2517,Yoi,5
2518,2518,terbaik,5
2519,2519,Mantap,5
2520,2520,bagus,5
2521,2521,Okay,5
2522,2522,Nice,5
2523,2523,like,4
2524,2524,baik,4
2525,2525,Godd,1
2526,2526,good,5
2527,2527,Mantap,5
2528,2528,bagus,5
2529,2529,Makasih,5
2530,2530,👍👍👍,5
2531,2531,mempermudahkan untuk belajar,5
2532,2532,good job,4
2533,2533,bagus,5
2534,2534,Lontong,1
2535,2535,baik,4
2536,2536,bagus,5
2537,2537,keren,5
2538,2538,Mantap,5
2539,2539,As*,1
2540,2540,my Favorit for study,5
2541,2541,BAGUS!!!!!!😍,5
2542,2542,sangat bagus,5
2543,2543,baaaguss banget,5
2544,2544,sgt mmbantu,5
2545,2545,bagus👍,5
2546,2546,mantab,5
2547,2547,jlek,1
2548,2548,mantaapp,5
2549,2549,good,5
2550,2550,Bagus,5
2551,2551,Nice,5
2552,2552,the best,4
2553,2553,Mantap,5
2554,2554,good,4
2555,2555,Gilo,1
2556,2556,Mantap,5
2557,2557,bagus bagus,5
2558,2558,💖,5
2559,2559,Tugassss teross,1
2560,2560,keren,5
2561,2561,mantap,5
2562,2562,mantepp,5
2563,2563,bagus,5
2564,2564,good,5
2565,2565,good,5
2566,2566,Quipper baguss,5
2567,2567,Ok,5
2568,2568,Bagus,5
2569,2569,❤❤❤,4
2570,2570,bagus banget,4
2571,2571,bagus aja,5
2572,2572,mntoppp,5
2573,2573,mantap,5
2574,2574,mantap,5
2575,2575,good,5
2576,2576,Good,5
2577,2577,bagos,5
2578,2578,masyaAllah,5
2579,2579,👍,4
2580,2580,pls upgrade this app add some ways to make the app fun,5
2581,2581,Bad apk,2
2582,2582,Daebak 👍,1
2583,2583,bermanfaat,5
2584,2584,Good,4
2585,2585,Bagus,5
2586,2586,quipper good bangett👍👍,5
2587,2587,membantu banget siii^.^,5
2588,2588,Sangat bagus,4
2589,2589,makasih quipper,5
2590,2590,Mantab,5
2591,2591,Bagus,5
2592,2592,👍,5
2593,2593,👍,4
2594,2594,i have to learn muchthung,4
2595,2595,bagus bgt 🥵❤,5
2596,2596,bagus banget😊😊,5
2597,2597,bagus banget,5
2598,2598,sangat bagus,5
2599,2599,besttt✨,5
2600,2600,Anjim,5
2601,2601,Bagus,5
2602,2602,Ribet,3
2603,2603,mmbntu,5
2604,2604,sempurna,5
2605,2605,naise,4
2606,2606,Oke,5
2607,2607,これは適切な学習のための新しいアプリですハハハありがとうキッパー,5
2608,2608,aplikasi quipper is the best in the world,5
2609,2609,Sangat Bermanfaat,5
2610,2610,nice membantu,5
2611,2611,Mantap bro,3
2612,2612,Biasa aja,5
2613,2613,Mantap jiwa,5
2614,2614,ga asik,1
2615,2615,sangatt baguss,5
2616,2616,sangat baikk,5
2617,2617,luar biasa,4
2618,2618,Sangat bagus,5
2619,2619,terbaik,5
2620,2620,keren,5
2621,2621,goodlooking,5
2622,2622,bagus,5
2623,2623,Ok,3
2624,2624,mmtp,4
2625,2625,Mantap,5
2626,2626,nice,5
2627,2627,Baluap,5
2628,2628,☺☺,4
2629,2629,Jaringan Kou Elor Ya Su?,1
2630,2630,Males pake quipper sering erorr 🖕,1
2631,2631,"Kurang bagus, bikin jangar",2
2632,2632,LEMOT KONTOLL!!!!!,1
2633,2633,Hidup GCR!!,1
2634,2634,Gajelas cuk wokwok,1
2635,2635,Giv alok bang,1
2636,2636,Kurang enak,1
2637,2637,nge lag,4
2638,2638,Sering ngebug,3
2639,2639,Gk seru,1
2640,2640,aplikasi asu,1
2641,2641,Susah daftar,1
2642,2642,Eror mlu,2
2643,2643,Thanks for app,5
2644,2644,Kek tai,1
2645,2645,Mantabb,5
2646,2646,Ntap,4
2647,2647,Hangg,4
2648,2648,bgus,5
2649,2649,good,5
2650,2650,Mantul,5
2651,2651,Lemot,1
2652,2652,Bangsat,1
2653,2653,Bagus,5
2654,2654,Bgus,5
2655,2655,Sangat baik,4
2656,2656,Mantap lah,5
2657,2657,Burik anjing,1
2658,2658,Mantab,5
2659,2659,❤️,5
2660,2660,Keren abis,5
2661,2661,Iya,1
2662,2662,Lumayanlah,4
2663,2663,"Aplikasi opo iki gk ngenah blas gatau diuruki ibuke ta yakopo. Bagi bagi ilmu telek marine promo langsung ditinggal. Ngentek2 i kuota gae ndelok video, mending ndelok bigo live. Brainly brainly brainly is the best",1
2664,2664,Ok,5
2665,2665,Bagaimana cara login Quipper Premium?,2
2666,2666,Cecep the best lah..,5
2667,2667,Tingkatkan !!!!,5
2668,2668,Sangat bagus,5
2669,2669,So good,5
2670,2670,Good,5
2671,2671,Best,4
2672,2672,Bagus,5
2673,2673,Waw,5
2674,2674,Pekok,4
2675,2675,😐,5
2676,2676,Gak isok login cok,1
2677,2677,IM FIRST!!!,5
2678,2678,"Mantap bgtt, tingkatkan lagi ! ☆☆☆☆☆",5
2679,2679,Jadi pintar,5
2680,2680,Aplikasi buruk,1
2681,2681,Bagus cok,4
2682,2682,Aplikasi tolol,1
2683,2683,Baguss banget,5
2684,2684,Bagus bnget,5
2685,2685,Bagus makasih,5
2686,2686,Good,5
2687,2687,Gudd~,5
2688,2688,Mayan,5
2689,2689,Smart,5
2690,2690,Mantap,5
2691,2691,Bagus,5
2692,2692,Bgs,5
2693,2693,Gud,5
2694,2694,Mantap,5
2695,2695,Good,5
2696,2696,Ok,4
2697,2697,👍,5
2698,2698,Kurang bagus,3
2699,2699,Mantab quiper,5
2700,2700,Good,5
2701,2701,Super,5
2702,2702,Keren,5
2703,2703,Bagus,5
2704,2704,"Baguss, sangat membantu, hanya saja kurang update, pengetahuan kuantitatif di TPS tahun ini ada bahasa inggrisnya tpi disini belum ada latihan PK yang pake b inggris",3
2705,2705,Recommended sekali,5
2706,2706,Bagus good job,5
2707,2707,terimakasih quipper,5
2708,2708,Luar biasa,5
2709,2709,Good,4
2710,2710,mantab,5
2711,2711,Sruu,4
2712,2712,💯,5
2713,2713,Big Thanks quipper video,5
2714,2714,Sangat bagus,5
2715,2715,ok lah,4
2716,2716,Mantap jiwa,5
2717,2717,Keren.,5
2718,2718,Terbaik🤗,5
2719,2719,Mantap,5
2720,2720,Waw,5
2721,2721,The best memang,5
2722,2722,i like it,5
2723,2723,Good😊😊,5
2724,2724,Good,5
2725,2725,Mntap,5
2726,2726,Oke,5
2727,2727,Good,5
2728,2728,Buruk,1
2729,2729,Baguss,4
2730,2730,Subtitle dong,5
2731,2731,Mantapssd,5
2732,2732,Mantab,3
2733,2733,bagus,5
2734,2734,Baik,5
2735,2735,Mantaap,5
2736,2736,Good,5
2737,2737,Quipper keren!!!,5
2738,2738,Instal lama,5
2739,2739,Apk asu,1
2740,2740,So Good,5
2741,2741,Thank you😊😊,5
2742,2742,Mantablahh👍,5
2743,2743,baggussssssss,5
2744,2744,Nagus,5
2745,2745,Mantap,5
2746,2746,Mantap,5
2747,2747,Menginspirasi,5
2748,2748,Bagus,5
2749,2749,Bagus,5
2750,2750,Good,5
2751,2751,Mantap,4
2752,2752,Bagus,4
2753,2753,MBINGUNGI WONG TOK ASUU,1
2754,2754,Good job quipper,5
2755,2755,Bagus banget,5
2756,2756,Good joob,5
2757,2757,SANGAT BAIK,5
2758,2758,Terima kasih,1
2759,2759,Bigis bingit,5
2760,2760,Belom gratis...,2
2761,2761,Mantap,5
2762,2762,Mantap,5
2763,2763,Kewren,5
2764,2764,bagus,5
2765,2765,Good,5
2766,2766,Bgs,5
2767,2767,Bagus,5
2768,2768,Bagus,5
2769,2769,Bagus,5
2770,2770,👍👍,5
2771,2771,🙄,4
2772,2772,😄🤗,4
2773,2773,Quipper help me a lot during online session. Thank you so much 😍,4
2774,2774,Yg download ini apk karna free 30GB telkmsel like... . . . . . . Eh...g bisa dilike asww,5
2775,2775,"Good, but sometimes do mistake",5
2776,2776,Quipper adalah cahayaku saat liburan💕,5
2777,2777,To the point kalau menjelaskan.,1
2778,2778,B ajhaa,5
2779,2779,Updet tps dong,3
2780,2780,Aaaaaa gemoii,1
2781,2781,Mbayar ngak😂?,3
2782,2782,Perfect 👌,4
2783,2783,Nice,5
2784,2784,like,5
2785,2785,Good,5
2786,2786,Sippp,5
2787,2787,Good,5
2788,2788,Pelajaran,4
2789,2789,Mantap,5
2790,2790,Good,5
2791,2791,Keren,3
2792,2792,Verygood,5
2793,2793,Yps,5
2794,2794,Nice,4
2795,2795,Mantap,5
2796,2796,👍,5
2797,2797,"I liked , this is aplikasi very very good",5
2798,2798,Bagus bangeett,5
2799,2799,Huwaaaw,5
2800,2800,Ko gak bisa login sih padahal kan udah di masukkin email dan kata sandi nya ko tulisannya 404 mulu sih,5
2801,2801,"Bagus, cara magicnya work 100%",5
2802,2802,"Bagus banget deh enggak sia sia belajar di sini, semoja UN terakhir di tahu 2020 ini bisa lancar.",5
2803,2803,I Love BRAINLY,1
2804,2804,Nice nice .,4
2805,2805,Berkelas!,5
2806,2806,Kecewa lah,1
2807,2807,terbaik,5
2808,2808,Ngen,1
2809,2809,Goodbless,4
2810,2810,"★★★★★★★ * Ckp?😆 *🙏³, 🙌",5
2811,2811,Amazing,5
2812,2812,Good,5
2813,2813,👍,5
2814,2814,"I have a problem when i log in to my account , I can't open the video learn. in fact I've done the activation and subscription quipper for 1 year...",3
2815,2815,Best,5
2816,2816,Bagus,5
2817,2817,GOOOOOD,5
2818,2818,Mantappp,5
2819,2819,"Bgst apk tolol,mau try out malah server down",1
2820,2820,Good deh😍😚,5
2821,2821,Hadehh,1
2822,2822,💕👍😚,5
2823,2823,Aplikasi cacat,1
2824,2824,"Server down trs, kentang gblk",1
2825,2825,Sangat sukaa,5
2826,2826,Mantap!,5
2827,2827,Suka banget sama quiper!!..😘😘😘,5
2828,2828,Aplikasi 🐷,1
2829,2829,Good,5
2830,2830,Ok,5
2831,2831,Hmmm Hmmm,1
2832,2832,Bagus,5
2833,2833,Mohon dong paketnya bervariasi. Masak cuman tiga aja,3
2834,2834,"Enyek enyek, sengkia, pantas dk laku. #RuangGuruIsTheBest",1
2835,2835,Enyek enyek +Sengkia,1
2836,2836,I like it,5
2837,2837,Sever kok error,1
2838,2838,Apk kontoll,1
2839,2839,Banyak bug,2
2840,2840,Guru w b*s*,2
2841,2841,Good👍,5
2842,2842,Ngelag,1
2843,2843,Terbaekkkkk,5
2844,2844,Bagus,5
2845,2845,Good,5
2846,2846,Sukaaa,5
2847,2847,Good,4
2848,2848,Terimakasih,5
2849,2849,Nice,5
2850,2850,Mantullll,4
2851,2851,Good...,5
2852,2852,❤,5
2853,2853,The best,5
2854,2854,Ok,5
2855,2855,Mantullll,5
2856,2856,👍👍👍👍👍,4
2857,2857,Kak aplikasi nya bayar pake uang gak,1
2858,2858,very good,5
2859,2859,Bagus,5
2860,2860,Keren,5
2861,2861,Good,4
2862,2862,Kerenn,5
2863,2863,gk mau buka web nya padhal jaringan udah bagua,1
2864,2864,I'm like my quipper schocol,5
2865,2865,nambah nambahi perkoro wae,1
2866,2866,Bayar ngak,5
2867,2867,Bagusss banget 😍,5
2868,2868,Keren banget,5
2869,2869,sooo cool,5
2870,2870,aku suka,5
2871,2871,loveit,5
2872,2872,Ok,5
2873,2873,Suka,5
2874,2874,goodlah,4
2875,2875,Bagussss,5
2876,2876,yyyy,5
2877,2877,jelek,1
2878,2878,Bagus,4
2879,2879,Good,5
2880,2880,waw,5
2881,2881,thx,5
2882,2882,bagus,5
2883,2883,mantafff,5
2884,2884,bagus,4
2885,2885,Baguss,4
2886,2886,👍👍👍,5
2887,2887,💙💙,5
2888,2888,👍,5
2889,2889,very nice app,5
2890,2890,masterclass banyak trouble,1
2891,2891,Good,5
2892,2892,Tolong lengkapkan pembahasaannya dan jangan lupa pembahasan soal essai .... Serta tambah kumpulan video unduhan capek gua nge searching terus pake Data.. Dan btw klo ada pembelajaran seni Budaya juga yah.. Benar benar suka 👍,5
2893,2893,"quipper, kenapa videonya harus melalui browser sih, kenapa akun saya tidak dapat membuka videonya melalui browser, saya kasih sandi malah salah. Tolong di perbaiki, mahal2 di beli tapi hasilnya begini...",1
2894,2894,Kok error mulu si-_-,4
2895,2895,kode kelas 5 itu apa ya saya bingung,5
2896,2896,nge lag terooos ajg,1
2897,2897,sudah jadi good apk,5
2898,2898,bagus. tapi video tak bisa disimpan.,4
2899,2899,aplikasi kontol,1
2900,2900,ahh bayar punn,1
2901,2901,sangat bagus 👍,5
2902,2902,ohyeah!,5
2903,2903,mannnnnnnntaaaaaaaap sekali,5
2904,2904,Paling kereeen,5
2905,2905,bagus banget,5
2906,2906,good app,5
2907,2907,ga jelas,1
2908,2908,bagus banget,5
2909,2909,terimakasih quipper,5
2910,2910,q ok,5
2911,2911,jelek bangeeyttt,1
2912,2912,nice 👍,5
2913,2913,Mantap,5
2914,2914,mantapp,5
2915,2915,Mantap,5
2916,2916,keren,5
2917,2917,keren,5
2918,2918,nice,5
2919,2919,Lumayan,4
2920,2920,bagus,5
2921,2921,on going,5
2922,2922,bagud,5
2923,2923,buruk,1
2924,2924,bagus,5
2925,2925,👍,5
2926,2926,lamak loading!!,2
2927,2927,terimakasih quipper,5
2928,2928,MANTUL,5
2929,2929,keren,5
2930,2930,good,5
2931,2931,mntap,5
2932,2932,👍,5
2933,2933,ngebug,1
2934,2934,Keren,5
2935,2935,"THNKS FULL buat quipper,sumpah aku g boong selama pake quipper aku selalu rank 1 di sekolah aku.nilai aku semakin meningkat,dan jadi semangat belajar karena tutornya asik2 bangetttt.parahhhh makasih banyak quipper,semoga ttp dan selaluu mempermudah pembelajaran anak bangsa.love quipper💙💙",5
2936,2936,saya mejadi lebih pandai bersama quipper. thanks quipper. you always the best everytime and everywhere:),5
2937,2937,Cma cobak,5
2938,2938,Well Done,5
2939,2939,Update segera,2
2940,2940,guud mamankss,5
2941,2941,good ❤,5
2942,2942,sukaaa,5
2943,2943,😇,5
2944,2944,Tingkatkan,5
2945,2945,manteb,5
2946,2946,keren,5
2947,2947,Ok,5
2948,2948,Good,5
2949,2949,🗻,1
2950,2950,Tolong dong yang web juga bisa offline juga!,5
2951,2951,Tidak bagus,1
2952,2952,Hmmm.,2
2953,2953,Good,5
2954,2954,Kontol,1
2955,2955,Good,5
2956,2956,great,5
2957,2957,Mantappppp,5
2958,2958,kerennn,5
2959,2959,"Videonya jangan panjang-panjang. Satu materi aja, video bisa sampai 15 menit. 1 Materi itu bisa sampai 3 video. Sama aja 1 materi bisa sampai setengah jam lebih. Jadi bosan nontonnya :(",4
2960,2960,"Aku suka, tpi kenapa habis ngerjain soal gk bisa dilihat nilainya, dan soalnya gk bisa di cb lagi pdhal sdh aku update_-",4
2961,2961,"Menurut saya quipper sudah sngt bagus,cuman kekurangnnya yaitu kurangnya animasi tambahan dlm menjelsakn materi di video yg bisa membantu ke efektifan belajr seperti di ruang guru,kedua bayrannya yg mahal dri rungan guru padahal fasilitasnya hampir sma malahan ruang guru lebih bervariasi layannanya ,yg ketiga alangkah lebih baiknya jika quipper tidak perlu mengakses internet untuk beljar di video,karena iuran quipper lebih mahal dri bimbel online lain,dn jika begitu ke efektifan quiperian dlm beljr bisa lebih puas tanpa takut kehabisan internet,atau iuran quipper lebih di murah2 kn betul hhhhh,itu saja sih yg kurang klo dri segi lain sumpah quipper sudh sangat bagus dn baik serta memuaskan,",4
2962,2962,Iya lah kalo kode nya itu harus dari gurunya lah dan kudu bayar... kalo lo kagak bayar yah gak bisa daftar lah.... c'mon para quipperian,5
2963,2963,"Aplikasi quipper cukup bagus, kekurangannya hanya satu yaitu kurangnya animasi pada saat kita belajar",5
2964,2964,Kenapa susahhh banget pas mau daftar nama pengguna ny salh tarus sandi ny juga mau liat digit ny susahh bgt 😭😭😭,1
2965,2965,Aplikasi yang sangat bagus. Berlangganan paket SMA bisa dipake untuk sbmptn sekalian. Ajib dah pokoknya 😍😍,5
2966,2966,"Terimakasih quipper, dulu saya susah tidur, setelah saya mendownload aplilasi quipper saya jadi bisa tidur cepet. Terimakasih quipper 🤣🤣🤣",5
2967,2967,"Apaan nih, uh saya jd jelek nilainya padahal jawaban sama kyk teman saya. #2019_hapusquipper *hilangin bug nya.",1
2968,2968,Kenapa koj akun sering hilang,1
2969,2969,"Bagus, tapi materinya masih suka eror di unduh",4
2970,2970,Knp gabisa daftar☹️,1
2971,2971,Kenapa saya mendaftar tidak bisa,1
2972,2972,lemot downloadnya nunggu itu gak enak,3
2973,2973,Suka banget sama quiper!!,5
2974,2974,sangat membantu dalam belajar,4
2975,2975,Jampot pak eko,5
2976,2976,Amazing platrom education,5
2977,2977,I like,5
2978,2978,Perfact ⚘,5
2979,2979,Nice,5
2980,2980,Bagus,5
2981,2981,Good,5
2982,2982,Good,5
2983,2983,Good,5
2984,2984,Good,5
2985,2985,nice,5
2986,2986,SUPER,5
2987,2987,👍,4
2988,2988,"Bagus, tapi saya kan ada tugas matematika, ketika saya buka, tidak ada gambarnya. Padahal sudah jelas"" saya connect in internet.Dan udah saya tunggu lama banget dan gambar nya nggk muncul"".Itu kenapa ya? Ada yang bisa bantu?",5
2989,2989,"Aplikasi yang memancing saya mau mengerjakan soal... Dan jangan lupa , hanya bisa gabung ke kelas bila ada guru yang sudah daftar dan memberi kita kode kelasnya ya... Semangat!! :)",4
2990,2990,"WHY INDONESIAN PEOPLE ARE SO STUPID?? Kalo mau tugas ya minta sama guru kalian lah, kalo sekolah kalian nggak pake Quipper ya ga usah didownload lah -_- kecuali kalo mau yang Quipper Videonya, tapi ingat, Quipper Video itu bayar.",5
2991,2991,"Kok daftarnya ga kerespon trus , kalo udh selesai daftar loading sih . Cuma masih ttp di page itu aja ga lanjut"" , itupun klo daftar berlangganan . Kalo melalui memiliki kode sekolah sy coba pake akun google saya katanya udh pernah terdaftar , tp glrn saya coba masuk gabisa. Yang paling buat saya kecewa it , saya udh masuk pake akun kakel saya . Ketika saya buka app nya muncul tanda perbaharui gitu di sudut atas kanan saya pencet trs tapi ga hasil apa apa . Saya mau search materi buat bljr jg ga load alias ga ke search kaya putus jaringan gitu . Tapi wifi saya kenceng",1
2992,2992,Kok sekolah ku g ad di daftar,2
2993,2993,Tolong tambahkan materi K13 yang di revisi !!!!,2
2994,2994,Sebaiknya ditambah materi kurikulum 2013 yang revisi !,5
2995,2995,Saya ingin peningkata kinerja apps yang baik,3
2996,2996,Aplikasi ga guna,1
2997,2997,k13 revisi nya gak ada ?,5
2998,2998,Bagus aplikasi nya,5
2999,2999,Aplikasi telek.,1
3000,3000,bagus,5
3001,3001,Mantap,5
3002,3002,"Maaf sebelumnya , sebenarnya bagus sih , tapi materi nya yang kelas XII 
kurikulum 13 yang REVISI mengapa tidak ada ? Atau mungkin belum ditambahkan 
? , Mohon secepatnya , karena saya sudah bayar 1 tahun , mohon REVISI nya 
terimakasih",4
3003,3003,"Saya beri bintang tigs soalx saya udh Download materinya tpi kok Harus 
koneck Untuk Buka. Dan sepertinya masih Banyak yg harus diupdate Lagi.",3
3004,3004,"Ketika saya menjawab benar, kenapa jawaban saya disalahkan..? Jawaban saya 
dengan jawaban 'Quipper'-pun sama, tapi tandanya 'SALAH ×'..? Mohon untuk 
diperbaiki aplikasinya. Kalo jawaban saya benar, tandanya harus 'BENAR √' 
bukan 'SALAH ×'..!",1
3005,3005,"Saya suka menggunakan aplikasinya. Tapi bisa tambahkan gak untuk kurikulum 
baru yaitu kurikulum 2013 revisi. Karna kami sudah menggunakan kurikulum 
itu. Terima kasih",4
3006,3006,Kok ngga bisa masuk si mau daftar malah ngga jadi,2
3007,3007,kenapa ya quipper hrus bnyak loginnya,3
3008,3008,Quipper tidak bisa di Download,2
3009,3009,😊😊😊,5
3010,3010,Bagus ini,5
3011,3011,"Kenapa saya kalau mau buka materi(video) harus connect internet ya padahal 
sudah didownload tuh materi + video . Mohon tanggapan nya",1
3012,3012,"Assalamualaikum.... Saya salah satu pengguna baru dari aplikasi Quipper, 
bagi saya pribadi saya sangat suka dgn aplikasi ini semua mata pelajaran 
saya ada di quipper dan materinya pun sama dgn yg seharusnya saya pelajari, 
mulai dari materi kelas 10, 11, dan 12 😊 , selain itu pembahasan melalui 
fitur videonya pun lebih mudah saya pahami dibanding belajar disekolah, 
apalagi sekarang quipper sudah ada fitur barunya ""masterclass""",5
3013,3013,"Saya orang tua dari siswa,saya mohon agar fasilitas yang mengirim sms ke 
orang tua sebagai hasil kerja menjawab soal siswa di munculkan lagi melalui 
sms",3
3014,3014,"Nilai saya semakin naik untuk mapel IPA dan MTK , dan sekarang saya bisa 
lebih aktif untuk menjawab pertanyaan dari guru, terimakasih qv",5
3015,3015,"Sebagian materi gabisa di download secara online, masa belajar harus 
numpang WiFi ke warkop😪",3
3016,3016,"Klo bisa materinya disesuaikan dgn kurikulum revisi k13 yg ada disekolah 
supaya sama",3
3017,3017,Log innya susah gk kya aplikasi lain nya,1
3018,3018,Sejaka saya menggunakna quipper saya dengan mudah memahami pelajaran,5
3019,3019,Sinkronisasi selalu gagal padahal jaringan tidak ada masalah.,2
3020,3020,tolong saya mau login kode kelas quipper video kelas 8 apa ya,1
3021,3021,Payah aplikasinya bagusan ruang guru,1
3022,3022,"Bagus ni, cocok buat yang males belajar di sekolah",4
3023,3023,"Sangat bermanfaat, banyak paket yang ditawarkan",5
3024,3024,GAK BISA LOGIINNNNNN,1
3025,3025,Good,5
3026,3026,Terbaik,5
3027,3027,Nice,5
3028,3028,"Quiper ini langsung berlangganan , nggk bagus mending ruang guru. Walau 
kita nggk bisa berlangganan dulu, kita bisa disediakan beberapa video 
pembelajaran yg tentunya kita bisa mengerti",2
3029,3029,"Tolong tambahkan materi kurikulum 2013 Revisi secepatnya karena ada bbrapa 
materi yg tidak sesuai dgn pelajaran di sekolah",3
3030,3030,Sayangnya user interfacenya lebih menarik Ruangguru,5
3031,3031,"Sebenernya sih bukan tidak suka, tapi kurang suka. Kenapa? Karena materi 
biologi kelas 10 muncul baru baru ini saat saya akan naik ke kelas 11, rada 
kecewa, tapi mau gimana lagi. Sukses terus QUIPPER!!",2
3032,3032,"Kok ga bisa daftarnya?? Saat di laman daftar, aku hubung pake g+ semua 
nama, sandinya bener, terus klik lanjut ada tulisan ""mendaftar quipper 
school"",tulisannya hilang, then nothing happen, ga ada notif sama sekali",3
3033,3033,"Kacau. Kok gini sih, Matematika Dan fisika banyak salah Rumus. Tidak sesuai 
expentasi. Hadeuuuh, penempatan Rumusnya sering amburadul, udah di refresh 
tetep aja. Mana prediksi UN nya salah ketik lagi, keliru jadinya. 😑😑😑",1
3034,3034,"App nya bagus sih, nilai ku jadi bertahan dan lebih murah daripada bimbel 
lain. Cuman materine nya ada yg blm diupdate. Saran aja sih, cepet diupdate 
materinya setiap tahun. Terus kalo bsa, ada fasilitas chat dgn tutor itu 
akan jauh lebih baik. Sekian, terimakasih.",3
3035,3035,"alhamdulillah ya smenjak dikenalin quipper video, nilai UN ke meningkat n 
videonya bisa Offline jga yg pastinya gak bingung lagi klw kuota hbis krna 
bisa scra Offline belajarnya.. buat persiapan sbmptn materinya sdh ada dan 
yg paling suka di quipper ada materi TPA. mksih quipper video 😘😘😘😘😘",5
3036,3036,"Kok jawaban di bank soal SBMPTN ekonomi ada yg beda ya sama di video 
pembahasannya?:) jadi yang bener yang mana? Yang di bahas sama kak fiktor 
atau jawaban di bank soal sbm? Mohon kejelasannya:)",2
3037,3037,"Masterclass tidak sesuai ekspetasi , mulai dri jam 16-21 padahal orang juga 
lagi bimbel, ikut masterclass kan buat tambahan tapi malah kek sia-sia",2
3038,3038,"kok sy gak bisa nambah materi ya. layarnya cmn biru doang. hpnya yg ngaco 
ap gimana😅😅, tpi udh nogat loh, ram ama internalnya juga lumayan, rda gak 
masuk akal kalo quipper gk kuat",3
3039,3039,"Saya sudah download semua materinya tapi setelah pas mau saya lihat offline 
malah suruh download lagi... gimana sih ini?? jadi kesel saya",1
3040,3040,"Kok aplikasi saya layanannya beda sama yang ada di gambar ya ,saya jadi 
bingung gimna menggunakan nya,kalaau ada pr juga gimana ngirimnya.",3
3041,3041,"Tlong d perbaikin lg aplksi nya msa ngelihat nilai dan soal yg salah 
benarny udh gk bsa",2
